id,image_url,latitude,longitude,place_name,category
39,https://drive.google.com/uc?export=download&id=1TZYtWBEVWs07b89b-uPHAVauuR04YuDX,-21.983378172524905,-47.882866020340934,bco1.jpg,Centro
40,https://drive.google.com/uc?export=download&id=1qfqsDZ6pF8gij1DOJI3DgC13ZDaHHUC6,-21.983370710948023,-47.882899547954004,bco2.jpg,Centro
41,https://drive.google.com/uc?export=download&id=1FXVzZY68KVm44HjW2l-zX6YbLILRjiVY,-21.983381903312942,-47.88303902282113,bco3.jpg,Centro
42,https://drive.google.com/uc?export=download&id=1WVHpK46v8cNqKzxpaiWYzcCfWpOhQc8p,-21.98251511417839,-47.879772092243826,bio.jpg,Centro
43,https://drive.google.com/uc?export=download&id=1pYFLQTnh7z47m7tEZhdJkoBqJNScNBG2,-21.983877371576426,-47.88210956795591,descida_ru.jpg,Centro
44,https://drive.google.com/uc?export=download&id=1CGHHnwfy2wOwVrTMNvUCb5pZM7tagVTS,-21.98424547426656,-47.88219808085089,escadaria_ru.jpg,Centro
45,https://drive.google.com/uc?export=download&id=13KQr31g9zGyqArg5xjvqJJacxf2gm_n1,-21.982524959082102,-47.88121572179806,ludogs.jpg,Centro
46,https://drive.google.com/uc?export=download&id=1SPplxNSY49H4EHfr6RzBOTGz_LuDTwYM,-21.98256037174446,-47.88057224537512,ponto_dema.jpg,Centro
47,https://drive.google.com/uc?export=download&id=1GyEGVPJmrjHcRISSxatkvGzpJPEB-E2T,-21.985235890480716,-47.8823490193616,ru_bancos.jpg,Centro
48,https://drive.google.com/uc?export=download&id=15J3gnZoWIdjSf5Frf3MD36zHddgIf5og,-21.984727265408136,-47.88223904879088,ru.jpg,Centro
