id,image_url,latitude,longitude,place_name,category
39,https://drive.google.com/uc?export=download&id=1TZYtWBEVWs07b89b-uPHAVauuR04YuDX,-21.983202777777777,-47.882925,bco1.jpg,Centro
40,https://drive.google.com/uc?export=download&id=1qfqsDZ6pF8gij1DOJI3DgC13ZDaHHUC6,-21.983202777777777,-47.882925,bco2.jpg,Centro
41,https://drive.google.com/uc?export=download&id=1FXVzZY68KVm44HjW2l-zX6YbLILRjiVY,-21.983169444444442,-47.883183333333335,bco3.jpg,Centro
42,https://drive.google.com/uc?export=download&id=1WVHpK46v8cNqKzxpaiWYzcCfWpOhQc8p,-21.982477777777778,-47.87975277777778,bio.jpg,Centro
43,https://drive.google.com/uc?export=download&id=1pYFLQTnh7z47m7tEZhdJkoBqJNScNBG2,-21.98398611111111,-47.88215833333334,descida_ru.jpg,Centro
44,https://drive.google.com/uc?export=download&id=1CGHHnwfy2wOwVrTMNvUCb5pZM7tagVTS,-21.984036111111113,-47.882505555555554,escadaria_ru.jpg,Centro
45,https://drive.google.com/uc?export=download&id=13KQr31g9zGyqArg5xjvqJJacxf2gm_n1,-21.9824,-47.88130555555556,ludogs.jpg,Centro
46,https://drive.google.com/uc?export=download&id=1SPplxNSY49H4EHfr6RzBOTGz_LuDTwYM,-21.982713888888888,-47.880433333333336,ponto_dema.jpg,Centro
47,https://drive.google.com/uc?export=download&id=1GyEGVPJmrjHcRISSxatkvGzpJPEB-E2T,-21.985105555555556,-47.88235,ru_bancos.jpg,Centro
48,https://drive.google.com/uc?export=download&id=15J3gnZoWIdjSf5Frf3MD36zHddgIf5og,-21.985105555555556,-47.882352777777776,ru.jpg,Centro
